456 (804)
494 883 (671)
510 793 (535)
12 227 (657)
623 795 853 (720)
468 (1089)
464 (848)
467 (742)
461 (1498)
460 (4438)
0 (594)
541 631 (625)
208 290 969 (764)
571 623 795 (704)
368 529 (640)
472 (2125)
470 (4137)
471 (2894)
477 (2462)
474 (815)
475 (663)
192 935 (775)
684 765 819 (699)
12 390 722 (629)
407 (634)
406 (785)
405 (1525)
403 (1722)
409 (651)
546 923 (600)
105 494 815 944 (512)
661 923 947 (591)
694 (2847)
414 (1160)
415 (877)
411 (2047)
412 (517)
413 (2637)
419 (5057)
925 (652)
429 (1037)
428 (1021)
423 (1412)
422 (1255)
424 (1448)
427 (1856)
350 572 (613)
33 515 (824)
438 (4511)
436 (589)
432 (985)
430 (580)
198 (1461)
419 854 (519)
217 923 (625)
354 722 (566)
470 534 995 (667)
546 947 (608)
921 (2425)
217 947 (716)
684 766 (613)
280 (2108)
1 (1535)
354 752 (548)
298 (778)
494 541 631 (554)
795 853 (806)
350 411 803 842 (541)
354 58 (643)
350 579 803 (565)
192 638 935 (504)
708 883 (609)
606 975 (682)
208 290 458 969 (719)
71 766 (673)
158 583 (639)
494 541 (694)
217 661 (693)
888 935 (535)
214 354 (775)
240 956 (524)
470 793 (581)
309 90 (536)
914 984 (546)
296 368 829 (501)
401 460 (554)
752 (2578)
759 (788)
758 (2860)
27 354 (529)
978 (1141)
888 969 (810)
740 (1632)
742 (953)
745 (909)
746 (1982)
749 (1330)
511 (1015)
517 (1201)
775 (3771)
774 (2046)
771 (505)
769 (1622)
762 (792)
763 (1862)
760 (698)
766 (6265)
765 (1705)
373 4 (572)
350 579 803 842 (535)
719 (663)
718 (1238)
716 (1199)
713 (716)
712 (845)
711 (714)
623 853 (791)
208 888 (829)
709 (672)
704 (1794)
706 (1923)
707 (1354)
703 (546)
120 90 (523)
54 998 (637)
362 57 (538)
793 857 (734)
731 (560)
730 (602)
733 (1141)
732 (799)
735 (1689)
736 (1470)
738 (2129)
708 883 978 (542)
722 (5845)
723 (829)
720 (3864)
350 572 579 (557)
362 38 (617)
21 413 857 (688)
509 (3044)
505 (791)
500 (1444)
68 (1601)
54 944 (640)
753 (578)
569 862 (552)
368 57 (568)
593 895 (631)
392 461 (502)
208 888 969 (771)
158 583 617 (590)
105 815 944 (566)
797 (2684)
795 (3361)
793 (3063)
792 (1306)
798 (3103)
350 411 842 (566)
784 (1257)
785 (947)
780 (2306)
782 (2767)
788 (2386)
744 (2177)
217 33 515 (789)
350 411 803 (573)
350 411 572 803 842 (509)
32 472 (609)
368 39 (565)
663 871 (624)
217 346 (1336)
145 39 (734)
947 (3690)
217 546 661 947 (572)
208 290 458 888 969 (693)
158 617 (637)
638 935 (513)
217 546 661 923 (571)
735 780 (527)
778 (2514)
631 780 (540)
572 842 (592)
285 32 947 (609)
283 346 515 (806)
100 362 (595)
692 766 (535)
509 937 (643)
620 793 (519)
368 829 (1194)
145 419 (631)
21 918 (511)
572 803 (604)
631 735 (535)
130 274 (544)
12 120 (503)
21 413 793 857 (664)
27 58 (537)
746 966 (618)
183 541 (529)
12 132 (785)
350 411 579 803 842 (509)
217 661 923 947 (568)
12 227 390 722 (578)
217 283 33 346 515 (732)
157 719 (519)
346 561 (666)
350 411 579 (562)
350 411 572 (565)
217 346 515 (809)
183 766 (608)
143 919 (564)
346 515 (849)
350 842 (601)
373 716 (585)
710 (1044)
494 631 963 (546)
471 663 (633)
411 803 842 (575)
471 678 (810)
571 795 853 (715)
350 803 (634)
529 598 782 (737)
546 661 923 947 (578)
705 (888)
701 (1283)
217 394 (543)
158 354 583 (595)
75 829 (510)
349 888 (530)
448 538 (723)
411 579 (617)
411 572 (610)
392 (2420)
390 (2685)
395 (990)
394 (1145)
411 842 (603)
120 638 (500)
381 (2959)
383 (668)
385 (1676)
387 (2089)
388 (938)
120 620 (511)
70 (2411)
350 579 (630)
853 883 (571)
390 722 (1042)
534 995 (750)
411 579 803 (573)
319 (1371)
318 (812)
310 (1390)
316 (578)
315 (533)
314 (846)
308 (1402)
309 (1262)
300 (582)
304 (805)
307 (702)
368 494 (860)
494 963 (611)
411 579 842 (568)
339 (695)
334 (2146)
332 (1861)
242 758 (669)
580 871 (541)
322 (1154)
320 (540)
321 (676)
326 (1488)
327 (662)
325 (1022)
328 (663)
329 (964)
529 598 (943)
529 591 (509)
494 944 (654)
357 (1142)
355 (958)
354 (5835)
352 (902)
351 (1641)
350 (3069)
350 411 579 803 (535)
17 956 (607)
345 (801)
346 (3470)
347 (885)
343 (1599)
348 (1226)
349 (2041)
378 (1149)
373 (2007)
377 (1149)
368 (7828)
369 (592)
364 (567)
362 (4388)
361 (1104)
105 862 (616)
175 910 (713)
335 (1345)
336 (1071)
279 766 (501)
538 780 (511)
704 825 (1102)
290 888 969 (765)
208 458 888 969 (725)
803 842 (607)
105 815 (616)
368 470 (581)
21 413 (756)
105 494 815 862 (500)
368 460 (502)
538 878 (767)
470 534 (764)
290 888 (826)
12 227 722 (609)
325 75 (500)
120 895 (685)
368 494 682 (591)
120 885 (507)
884 937 (594)
684 70 765 819 (630)
158 354 (644)
120 862 895 (571)
470 995 (754)
862 895 (635)
494 541 963 (549)
208 458 969 (755)
471 663 871 (568)
541 963 (590)
185 678 (664)
411 572 803 842 (535)
242 471 (685)
623 (1845)
622 (826)
626 (874)
624 (915)
629 (893)
628 (1102)
684 70 819 (700)
413 857 (731)
242 489 (526)
630 (1523)
631 (2793)
632 (1070)
634 (2492)
638 (2288)
639 (1572)
605 (1652)
606 (2668)
600 (1192)
608 (999)
494 815 944 (553)
57 937 (782)
883 978 (601)
618 (1337)
611 (1444)
616 (568)
617 (2614)
614 (3134)
208 290 888 (764)
546 661 947 (592)
285 947 (677)
569 (2835)
665 (1297)
663 (2354)
660 (610)
57 918 (504)
120 829 (575)
401 758 (604)
678 (1329)
674 (2527)
675 (2976)
676 (2717)
672 (743)
673 (1635)
136 (707)
419 752 (597)
8 (3090)
290 458 888 969 (720)
641 (1494)
640 (932)
645 (581)
649 (1292)
648 (653)
205 21 (620)
38 918 (506)
350 572 579 803 (528)
657 (506)
651 (1288)
658 (1881)
659 (835)
350 411 572 579 842 (503)
638 888 (529)
790 (1094)
684 819 (800)
82 (674)
85 (1555)
571 853 (793)
120 862 (665)
815 862 944 (552)
689 (817)
688 (1132)
687 (1762)
686 (1495)
682 (4132)
350 572 579 842 (528)
692 (4993)
690 (778)
350 411 572 579 803 (504)
217 546 947 (577)
217 283 515 (799)
105 494 944 (557)
208 969 (806)
789 (4309)
242 471 758 (607)
105 494 (622)
366 (1031)
617 885 (632)
105 815 862 944 (510)
105 815 862 (547)
460 481 (526)
411 803 (826)
438 75 (772)
114 (816)
217 546 923 (576)
11 (525)
18 (813)
6 (2149)
242 392 (524)
368 438 (518)
350 411 579 842 (533)
217 33 (852)
236 541 (510)
132 688 (580)
120 132 (512)
674 720 (537)
814 829 (501)
620 (2100)
203 (861)
217 515 (843)
217 661 923 (584)
185 471 960 (656)
192 638 (529)
41 541 (589)
789 829 (1194)
183 366 (616)
350 572 803 842 (534)
883 (4902)
888 (3686)
172 (663)
33 346 (844)
4 (1394)
593 862 895 (573)
571 795 (838)
217 661 947 (583)
132 638 (540)
684 75 (797)
572 579 803 (559)
541 72 (846)
419 581 (546)
17 541 (613)
581 631 (580)
684 70 (860)
583 617 (631)
120 309 (502)
487 638 (523)
471 758 (694)
403 950 (541)
185 678 960 (652)
283 33 (845)
362 918 (532)
151 (2611)
155 (697)
156 (572)
159 (542)
448 887 (621)
798 862 (513)
523 998 (561)
766 960 (621)
546 923 947 (584)
484 (971)
4 716 (576)
290 458 888 (750)
2 (673)
262 (660)
266 (1022)
265 (1359)
268 (885)
815 862 (615)
283 33 515 (786)
274 (2628)
275 (1692)
276 (2479)
277 (982)
241 (784)
240 (1399)
242 (2325)
354 583 (660)
177 947 (600)
183 72 (575)
32 947 (720)
471 960 (935)
510 90 (510)
258 (1036)
259 (1522)
252 (781)
256 (785)
217 33 346 515 (764)
70 819 (798)
229 (2281)
227 (1818)
226 (658)
224 (919)
283 33 346 (802)
217 33 346 (802)
239 (2742)
234 (1416)
236 (2618)
499 (743)
496 (1428)
493 (583)
995 (1521)
992 (1116)
998 (2713)
201 (1029)
205 (3605)
207 (1214)
208 (1483)
350 572 579 803 842 (503)
988 (1164)
989 (1289)
982 (1640)
981 (1542)
984 (1756)
216 (525)
217 (5375)
215 (781)
212 (778)
213 (522)
210 (2009)
346 888 (689)
185 960 (677)
620 90 (550)
561 888 (678)
290 458 969 (748)
481 919 (536)
932 (1786)
937 (4681)
934 (510)
27 (2165)
593 862 (615)
460 923 (574)
928 (1034)
922 (990)
923 (1753)
926 (672)
350 803 842 (570)
401 (3667)
919 (3710)
918 (3012)
914 (4037)
911 (586)
910 (1695)
913 (1939)
912 (1009)
283 (4082)
285 (2600)
461 862 (514)
794 (624)
120 510 (542)
903 (711)
900 (1165)
906 (1444)
905 (640)
909 (525)
299 (522)
296 (2210)
294 (1445)
295 (712)
290 (1793)
39 419 (511)
944 998 (637)
975 (1764)
973 (512)
970 (2086)
39 704 (1107)
704 884 (540)
309 620 (501)
964 (1518)
966 (3921)
967 (1695)
960 (2732)
963 (1327)
969 (849)
21 857 (729)
31 (1666)
950 (1463)
953 (525)
952 (1574)
956 (3626)
948 (1149)
949 (1414)
946 (1350)
944 (2794)
945 (536)
943 (821)
940 (536)
941 (1126)
572 803 842 (562)
411 572 579 803 842 (507)
350 572 842 (561)
227 722 (995)
411 572 803 (567)
793 90 (519)
175 834 (543)
458 969 (788)
196 (2096)
190 (531)
692 746 (578)
205 529 (554)
368 766 (504)
208 458 (796)
411 572 579 803 (533)
217 546 661 923 947 (559)
494 893 (572)
572 579 842 (558)
392 489 (866)
217 487 (546)
217 923 947 (583)
411 572 842 (561)
438 966 (676)
214 956 (577)
411 572 579 842 (531)
392 801 862 (637)
185 (1529)
188 (650)
373 4 716 (531)
788 956 (733)
597 960 (504)
283 515 (835)
675 886 (823)
208 458 888 (757)
26 (527)
800 (1916)
350 572 803 (563)
285 69 (513)
385 684 (639)
469 (1502)
32 472 6 (545)
438 684 (825)
487 888 (558)
217 283 346 (827)
279 489 (547)
450 937 (561)
285 871 (523)
419 665 (533)
285 32 (687)
510 620 (509)
579 803 (619)
494 815 862 (546)
478 (522)
80 (826)
